EventID,CaseID,Timestamp,Activity,PriorityLevel,FileSize,ProcessingTime,Resource,refined_Activity
311,C00028_r2,2025-01-01 08:57:03,Revise document,8,932,182.0,Supervisor,Revise document
312,C00028_r2,2025-01-01 08:57:04,Submit application,8,3008,232.1,Senior Analyst,Submit application
313,C00028_r0,2025-01-01 08:57:04,Complete process,0,0,0.0,System,Complete process
314,C00028_r2,2025-01-01 08:57:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
315,C00028_r2,2025-01-01 08:57:06,Complete process,0,0,0.0,System,Complete process
316,C00031_r0,2025-01-01 09:00:00,Start process,5,10,10.0,System,Start process
317,C00031_r1,2025-01-01 09:00:01,Start process,5,10,10.0,System,Start process
318,C00031_r2,2025-01-01 09:00:02,Start process,5,10,10.0,System,Start process
319,C00031_r0,2025-01-01 09:01:00,Check document,2,120,30.0,Clerk,Check document
320,C00031_r1,2025-01-01 09:01:01,Check document,2,120,30.0,Clerk,Check document
321,C00031_r2,2025-01-01 09:01:02,Check document,2,120,30.0,Clerk,Check document
322,C00031_r0,2025-01-01 09:02:00,Submit application,2,117,53.0,Junior Staff,Submit application
323,C00031_r0,2025-01-01 09:02:01,Review submission,8,850,100.0,Reviewer,Review submission
324,C00031_r1,2025-01-01 09:02:01,Submit application,2,117,53.0,Junior Staff,Submit application
325,C00031_r1,2025-01-01 09:02:02,Review submission,8,850,100.0,Reviewer,Review submission
326,C00031_r2,2025-01-01 09:02:02,Submit application,2,117,53.0,Junior Staff,Submit application
327,C00031_r2,2025-01-01 09:02:03,Review submission,8,850,100.0,Reviewer,Review submission
328,C00031_r0,2025-01-01 09:03:00,Disapprove application,2,130,20.0,review_board,Disapprove application
329,C00031_r1,2025-01-01 09:03:01,Disapprove application,2,130,20.0,review_board,Disapprove application
330,C00031_r0,2025-01-01 09:03:01,Revise document,8,932,182.0,Supervisor,Revise document
331,C00031_r2,2025-01-01 09:03:02,Approve application,2,130,20.0,Manager,Approve application
332,C00031_r1,2025-01-01 09:03:02,Revise document,8,932,182.0,Supervisor,Revise document
333,C00031_r0,2025-01-01 09:03:02,Submit application,9,9048,195.8,Supervisor,Submit application
334,C00031_r0,2025-01-01 09:03:03,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
335,C00031_r1,2025-01-01 09:03:03,Submit application,11,1578,224.4,Senior Analyst,Submit application
336,C00031_r2,2025-01-01 09:03:03,Complete process,0,0,0.0,System,Complete process
337,C00031_r1,2025-01-01 09:03:04,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
338,C00031_r0,2025-01-01 09:03:04,Complete process,0,0,0.0,System,Complete process
339,C00031_r1,2025-01-01 09:03:05,Complete process,0,0,0.0,System,Complete process
340,C00036_r0,2025-01-01 09:10:00,Start process,5,10,10.0,System,Start process
341,C00036_r1,2025-01-01 09:10:01,Start process,5,10,10.0,System,Start process
342,C00036_r2,2025-01-01 09:10:02,Start process,5,10,10.0,System,Start process
343,C00036_r0,2025-01-01 09:11:00,Check document,2,120,30.0,Clerk,Check document
344,C00036_r1,2025-01-01 09:11:01,Check document,2,120,30.0,Clerk,Check document
345,C00036_r2,2025-01-01 09:11:02,Check document,2,120,30.0,Clerk,Check document
346,C00036_r0,2025-01-01 09:12:00,Submit application,3,129,45.0,Junior Staff,Submit application
347,C00037_r0,2025-01-01 09:12:00,Start process,5,10,10.0,System,Start process
348,C00036_r0,2025-01-01 09:12:01,Review submission,8,850,100.0,Reviewer,Review submission
349,C00037_r1,2025-01-01 09:12:01,Start process,5,10,10.0,System,Start process
350,C00036_r1,2025-01-01 09:12:01,Submit application,3,129,45.0,Junior Staff,Submit application
351,C00037_r2,2025-01-01 09:12:02,Start process,5,10,10.0,System,Start process
352,C00036_r2,2025-01-01 09:12:02,Submit application,3,129,45.0,Junior Staff,Submit application
353,C00036_r1,2025-01-01 09:12:02,Review submission,8,850,100.0,Reviewer,Review submission
354,C00036_r2,2025-01-01 09:12:03,Review submission,8,850,100.0,Reviewer,Review submission
355,C00036_r0,2025-01-01 09:13:00,Disapprove application,2,130,20.0,review_board,Disapprove application
356,C00037_r0,2025-01-01 09:13:00,Check document,2,120,30.0,Clerk,Check document
357,C00036_r1,2025-01-01 09:13:01,Disapprove application,2,130,20.0,review_board,Disapprove application
358,C00036_r0,2025-01-01 09:13:01,Revise document,8,932,182.0,Supervisor,Revise document
359,C00037_r1,2025-01-01 09:13:01,Check document,2,120,30.0,Clerk,Check document
361,C00036_r1,2025-01-01 09:13:02,Revise document,8,932,182.0,Supervisor,Revise document
360,C00037_r2,2025-01-01 09:13:02,Check document,2,120,30.0,Clerk,Check document
363,C00036_r2,2025-01-01 09:13:02,Disapprove application,2,130,20.0,review_board,Disapprove application
362,C00036_r0,2025-01-01 09:13:02,Submit application,8,7334,243.1,Senior Analyst,Submit application
364,C00036_r1,2025-01-01 09:13:03,Submit application,9,1269,215.2,Senior Analyst,Submit application
365,C00036_r0,2025-01-01 09:13:03,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
366,C00036_r2,2025-01-01 09:13:03,Revise document,8,932,182.0,Supervisor,Revise document
367,C00036_r0,2025-01-01 09:13:04,Complete process,0,0,0.0,System,Complete process
368,C00036_r1,2025-01-01 09:13:04,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
369,C00036_r2,2025-01-01 09:13:04,Submit application,10,1625,197.4,Senior Analyst,Submit application
370,C00036_r2,2025-01-01 09:13:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
371,C00036_r1,2025-01-01 09:13:05,Complete process,0,0,0.0,System,Complete process
372,C00036_r2,2025-01-01 09:13:06,Complete process,0,0,0.0,System,Complete process
373,C00038_r0,2025-01-01 09:14:00,Start process,5,10,10.0,System,Start process
374,C00037_r0,2025-01-01 09:14:00,Submit application,2,83,55.0,Clerk,Submit application
375,C00037_r1,2025-01-01 09:14:01,Submit application,2,83,55.0,Clerk,Submit application
376,C00037_r0,2025-01-01 09:14:01,Review submission,8,850,100.0,Reviewer,Review submission
377,C00038_r1,2025-01-01 09:14:01,Start process,5,10,10.0,System,Start process
378,C00038_r2,2025-01-01 09:14:02,Start process,5,10,10.0,System,Start process
379,C00037_r1,2025-01-01 09:14:02,Review submission,8,850,100.0,Reviewer,Review submission
380,C00037_r2,2025-01-01 09:14:02,Submit application,2,83,55.0,Clerk,Submit application
381,C00037_r2,2025-01-01 09:14:03,Review submission,8,850,100.0,Reviewer,Review submission
382,C00038_r0,2025-01-01 09:15:00,Check document,2,120,30.0,Clerk,Check document
383,C00037_r0,2025-01-01 09:15:00,Disapprove application,2,130,20.0,review_board,Disapprove application
384,C00038_r1,2025-01-01 09:15:01,Check document,2,120,30.0,Clerk,Check document
385,C00037_r0,2025-01-01 09:15:01,Revise document,8,932,182.0,Supervisor,Revise document
386,C00037_r1,2025-01-01 09:15:01,Approve application,2,130,20.0,Manager,Approve application
387,C00037_r2,2025-01-01 09:15:02,Disapprove application,2,130,20.0,review_board,Disapprove application
388,C00037_r0,2025-01-01 09:15:02,Submit application,12,5489,233.6,Supervisor,Submit application
389,C00038_r2,2025-01-01 09:15:02,Check document,2,120,30.0,Clerk,Check document
390,C00037_r1,2025-01-01 09:15:02,Complete process,0,0,0.0,System,Complete process
391,C00037_r0,2025-01-01 09:15:03,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
392,C00037_r2,2025-01-01 09:15:03,Revise document,8,932,182.0,Supervisor,Revise document
393,C00037_r0,2025-01-01 09:15:04,Complete process,0,0,0.0,System,Complete process
394,C00037_r2,2025-01-01 09:15:04,Submit application,9,4424,187.2,Senior Analyst,Submit application
395,C00037_r2,2025-01-01 09:15:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
396,C00037_r2,2025-01-01 09:15:06,Complete process,0,0,0.0,System,Complete process
397,C00038_r0,2025-01-01 09:16:00,Submit application,2,121,43.0,Junior Staff,Submit application
398,C00039_r0,2025-01-01 09:16:00,Start process,5,10,10.0,System,Start process
399,C00038_r1,2025-01-01 09:16:01,Submit application,2,121,43.0,Junior Staff,Submit application
400,C00039_r1,2025-01-01 09:16:01,Start process,5,10,10.0,System,Start process
401,C00038_r0,2025-01-01 09:16:01,Review submission,8,850,100.0,Reviewer,Review submission
402,C00039_r2,2025-01-01 09:16:02,Start process,5,10,10.0,System,Start process
403,C00038_r2,2025-01-01 09:16:02,Submit application,2,121,43.0,Junior Staff,Submit application
404,C00038_r1,2025-01-01 09:16:02,Review submission,8,850,100.0,Reviewer,Review submission
405,C00038_r2,2025-01-01 09:16:03,Review submission,8,850,100.0,Reviewer,Review submission
406,C00039_r0,2025-01-01 09:17:00,Check document,2,120,30.0,Clerk,Check document
407,C00038_r0,2025-01-01 09:17:00,Disapprove application,2,130,20.0,review_board,Disapprove application
410,C00038_r1,2025-01-01 09:17:01,Approve application,2,130,20.0,Manager,Approve application
408,C00039_r1,2025-01-01 09:17:01,Check document,2,120,30.0,Clerk,Check document
409,C00038_r0,2025-01-01 09:17:01,Revise document,8,932,182.0,Supervisor,Revise document
411,C00038_r1,2025-01-01 09:17:02,Complete process,0,0,0.0,System,Complete process
412,C00038_r2,2025-01-01 09:17:02,Approve application,2,130,20.0,Manager,Approve application
413,C00038_r0,2025-01-01 09:17:02,Submit application,10,733,228.5,Supervisor,Submit application
414,C00039_r2,2025-01-01 09:17:02,Check document,2,120,30.0,Clerk,Check document
415,C00038_r0,2025-01-01 09:17:03,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
416,C00038_r2,2025-01-01 09:17:03,Complete process,0,0,0.0,System,Complete process
417,C00038_r0,2025-01-01 09:17:04,Complete process,0,0,0.0,System,Complete process
418,C00039_r0,2025-01-01 09:18:00,Submit application,3,108,30.0,Junior Staff,Submit application
419,C00039_r0,2025-01-01 09:18:01,Review submission,8,850,100.0,Reviewer,Review submission
420,C00039_r1,2025-01-01 09:18:01,Submit application,3,108,30.0,Junior Staff,Submit application
421,C00039_r2,2025-01-01 09:18:02,Submit application,3,108,30.0,Junior Staff,Submit application
422,C00039_r1,2025-01-01 09:18:02,Review submission,8,850,100.0,Reviewer,Review submission
423,C00039_r2,2025-01-01 09:18:03,Review submission,8,850,100.0,Reviewer,Review submission
424,C00039_r0,2025-01-01 09:19:00,Approve application,2,130,20.0,Manager,Approve application
425,C00039_r1,2025-01-01 09:19:01,Approve application,2,130,20.0,Manager,Approve application
426,C00039_r0,2025-01-01 09:19:01,Complete process,0,0,0.0,System,Complete process
427,C00039_r1,2025-01-01 09:19:02,Complete process,0,0,0.0,System,Complete process
428,C00039_r2,2025-01-01 09:19:02,Disapprove application,2,130,20.0,review_board,Disapprove application
429,C00039_r2,2025-01-01 09:19:03,Revise document,8,932,182.0,Supervisor,Revise document
430,C00039_r2,2025-01-01 09:19:04,Submit application,11,9758,194.9,Supervisor,Submit application
431,C00039_r2,2025-01-01 09:19:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
432,C00039_r2,2025-01-01 09:19:06,Complete process,0,0,0.0,System,Complete process
433,C00050_r0,2025-01-01 09:38:00,Start process,5,10,10.0,System,Start process
434,C00050_r1,2025-01-01 09:38:01,Start process,5,10,10.0,System,Start process
435,C00050_r2,2025-01-01 09:38:02,Start process,5,10,10.0,System,Start process
436,C00050_r0,2025-01-01 09:39:00,Check document,2,120,30.0,Clerk,Check document
437,C00050_r1,2025-01-01 09:39:01,Check document,2,120,30.0,Clerk,Check document
438,C00050_r2,2025-01-01 09:39:02,Check document,2,120,30.0,Clerk,Check document
439,C00050_r0,2025-01-01 09:40:00,Submit application,2,125,53.0,Junior Staff,Submit application
440,C00051_r0,2025-01-01 09:40:00,Start process,5,10,10.0,System,Start process
441,C00050_r1,2025-01-01 09:40:01,Submit application,2,125,53.0,Junior Staff,Submit application
442,C00051_r1,2025-01-01 09:40:01,Start process,5,10,10.0,System,Start process
443,C00050_r0,2025-01-01 09:40:01,Review submission,8,850,100.0,Reviewer,Review submission
444,C00051_r2,2025-01-01 09:40:02,Start process,5,10,10.0,System,Start process
445,C00050_r2,2025-01-01 09:40:02,Submit application,2,125,53.0,Junior Staff,Submit application
446,C00050_r1,2025-01-01 09:40:02,Review submission,8,850,100.0,Reviewer,Review submission
447,C00050_r2,2025-01-01 09:40:03,Review submission,8,850,100.0,Reviewer,Review submission
448,C00050_r0,2025-01-01 09:41:00,Disapprove application,2,130,20.0,review_board,Disapprove application
449,C00051_r0,2025-01-01 09:41:00,Check document,2,120,30.0,Clerk,Check document
450,C00050_r1,2025-01-01 09:41:01,Disapprove application,2,130,20.0,review_board,Disapprove application
451,C00050_r0,2025-01-01 09:41:01,Revise document,8,932,182.0,Supervisor,Revise document
452,C00051_r1,2025-01-01 09:41:01,Check document,2,120,30.0,Clerk,Check document
455,C00050_r2,2025-01-01 09:41:02,Disapprove application,2,130,20.0,review_board,Disapprove application
456,C00050_r1,2025-01-01 09:41:02,Revise document,8,932,182.0,Supervisor,Revise document
453,C00050_r0,2025-01-01 09:41:02,Submit application,8,3799,210.8,Senior Analyst,Submit application
454,C00051_r2,2025-01-01 09:41:02,Check document,2,120,30.0,Clerk,Check document
458,C00050_r0,2025-01-01 09:41:03,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
459,C00050_r2,2025-01-01 09:41:03,Revise document,8,932,182.0,Supervisor,Revise document
457,C00050_r1,2025-01-01 09:41:03,Submit application,9,8417,183.5,Senior Analyst,Submit application
460,C00050_r0,2025-01-01 09:41:04,Complete process,0,0,0.0,System,Complete process
461,C00050_r1,2025-01-01 09:41:04,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
462,C00050_r2,2025-01-01 09:41:04,Submit application,12,5377,245.0,Senior Analyst,Submit application
463,C00050_r1,2025-01-01 09:41:05,Complete process,0,0,0.0,System,Complete process
464,C00050_r2,2025-01-01 09:41:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
465,C00050_r2,2025-01-01 09:41:06,Complete process,0,0,0.0,System,Complete process
466,C00051_r0,2025-01-01 09:42:00,Submit application,1,139,39.0,Clerk,Submit application
467,C00051_r1,2025-01-01 09:42:01,Submit application,1,139,39.0,Clerk,Submit application
468,C00051_r0,2025-01-01 09:42:01,Review submission,8,850,100.0,Reviewer,Review submission
469,C00051_r1,2025-01-01 09:42:02,Review submission,8,850,100.0,Reviewer,Review submission
470,C00051_r2,2025-01-01 09:42:02,Submit application,1,139,39.0,Clerk,Submit application
471,C00051_r2,2025-01-01 09:42:03,Review submission,8,850,100.0,Reviewer,Review submission
472,C00051_r0,2025-01-01 09:43:00,Approve application,2,130,20.0,Manager,Approve application
473,C00051_r1,2025-01-01 09:43:01,Disapprove application,2,130,20.0,review_board,Disapprove application
474,C00051_r0,2025-01-01 09:43:01,Complete process,0,0,0.0,System,Complete process
475,C00051_r1,2025-01-01 09:43:02,Revise document,8,932,182.0,Supervisor,Revise document
476,C00051_r2,2025-01-01 09:43:02,Approve application,2,130,20.0,Manager,Approve application
477,C00051_r2,2025-01-01 09:43:03,Complete process,0,0,0.0,System,Complete process
478,C00051_r1,2025-01-01 09:43:03,Submit application,9,5836,232.8,Supervisor,Submit application
479,C00051_r1,2025-01-01 09:43:04,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
480,C00051_r1,2025-01-01 09:43:05,Complete process,0,0,0.0,System,Complete process
481,C00053_r0,2025-01-01 09:44:00,Start process,5,10,10.0,System,Start process
482,C00053_r1,2025-01-01 09:44:01,Start process,5,10,10.0,System,Start process
483,C00053_r2,2025-01-01 09:44:02,Start process,5,10,10.0,System,Start process
484,C00053_r0,2025-01-01 09:45:00,Check document,2,120,30.0,Clerk,Check document
485,C00053_r1,2025-01-01 09:45:01,Check document,2,120,30.0,Clerk,Check document
486,C00053_r2,2025-01-01 09:45:02,Check document,2,120,30.0,Clerk,Check document
487,C00053_r0,2025-01-01 09:46:00,Submit application,3,118,55.0,Clerk,Submit application
488,C00053_r0,2025-01-01 09:46:01,Review submission,8,850,100.0,Reviewer,Review submission
489,C00053_r1,2025-01-01 09:46:01,Submit application,3,118,55.0,Clerk,Submit application
490,C00053_r2,2025-01-01 09:46:02,Submit application,3,118,55.0,Clerk,Submit application
491,C00053_r1,2025-01-01 09:46:02,Review submission,8,850,100.0,Reviewer,Review submission
492,C00053_r2,2025-01-01 09:46:03,Review submission,8,850,100.0,Reviewer,Review submission
493,C00053_r0,2025-01-01 09:47:00,Disapprove application,2,130,20.0,review_board,Disapprove application
494,C00053_r1,2025-01-01 09:47:01,Approve application,2,130,20.0,Manager,Approve application
495,C00053_r0,2025-01-01 09:47:01,Revise document,8,932,182.0,Supervisor,Revise document
496,C00053_r1,2025-01-01 09:47:02,Complete process,0,0,0.0,System,Complete process
497,C00053_r0,2025-01-01 09:47:02,Submit application,12,4088,211.0,Senior Analyst,Submit application
498,C00053_r2,2025-01-01 09:47:02,Disapprove application,2,130,20.0,review_board,Disapprove application
499,C00053_r0,2025-01-01 09:47:03,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
500,C00053_r2,2025-01-01 09:47:03,Revise document,8,932,182.0,Supervisor,Revise document
501,C00053_r0,2025-01-01 09:47:04,Complete process,0,0,0.0,System,Complete process
502,C00053_r2,2025-01-01 09:47:04,Submit application,11,2182,181.3,Senior Analyst,Submit application
503,C00053_r2,2025-01-01 09:47:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
