EventID,case:concept:name,concept:name,time:timestamp,refined_concept:name
487,Case_46,F,2023-01-03 01:15:00+00:00,F
488,Case_482,A,2023-01-03 01:35:00+00:00,A
489,Case_835,A,2023-01-03 01:42:00+00:00,A
490,Case_391,A,2023-01-03 01:45:00+00:00,A
491,Case_482,E1,2023-01-03 01:55:00+00:00,E1
492,Case_60,A,2023-01-03 02:03:00+00:00,A
493,Case_835,C,2023-01-03 02:12:00+00:00,C
494,Case_391,E1,2023-01-03 02:12:00+00:00,E1
495,Case_835,D,2023-01-03 02:15:00+00:00,D
496,Case_46,A,2023-01-03 02:17:00+00:00,A
497,Case_835,B1,2023-01-03 02:17:00+00:00,B1
498,Case_60,C,2023-01-03 02:24:00+00:00,C
499,Case_60,B1,2023-01-03 02:27:00+00:00,B1
500,Case_543,A,2023-01-03 02:28:00+00:00,A
501,Case_60,D,2023-01-03 02:28:00+00:00,D
502,Case_835,B2,2023-01-03 02:32:00+00:00,B2
503,Case_482,E2,2023-01-03 02:33:00+00:00,E2
504,Case_543,C,2023-01-03 02:48:00+00:00,C
505,Case_543,B1,2023-01-03 02:51:00+00:00,B1
506,Case_543,D,2023-01-03 02:51:00+00:00,D
507,Case_60,B2,2023-01-03 02:55:00+00:00,B2
508,Case_391,E2,2023-01-03 02:57:00+00:00,E2
509,Case_482,A,2023-01-03 03:00:00+00:00,A
510,Case_543,B2,2023-01-03 03:08:00+00:00,B2
511,Case_835,A,2023-01-03 03:12:00+00:00,A
512,Case_391,A,2023-01-03 03:23:00+00:00,A
513,Case_835,E1,2023-01-03 03:27:00+00:00,E1
514,Case_124,A,2023-01-03 03:27:00+00:00,A
515,Case_124,C,2023-01-03 03:43:00+00:00,C
516,Case_124,D,2023-01-03 03:46:00+00:00,D
517,Case_124,B1,2023-01-03 03:50:00+00:00,B1
518,Case_60,A,2023-01-03 03:52:00+00:00,A
519,Case_543,A,2023-01-03 04:05:00+00:00,A
520,Case_835,E2,2023-01-03 04:06:00+00:00,E2
521,Case_60,E1,2023-01-03 04:14:00+00:00,E1
522,Case_835,A,2023-01-03 04:35:00+00:00,A
523,Case_543,F,2023-01-03 04:35:00+00:00,F
524,Case_124,B2,2023-01-03 04:35:00+00:00,B2
525,Case_60,E2,2023-01-03 04:46:00+00:00,E2
526,Case_124,A,2023-01-03 05:10:00+00:00,A
527,Case_60,A,2023-01-03 05:10:00+00:00,A
528,Case_124,F,2023-01-03 05:27:00+00:00,F
529,Case_543,A,2023-01-03 05:42:00+00:00,A
530,Case_124,A,2023-01-03 06:18:00+00:00,A
531,Case_301,A,2023-01-03 06:46:00+00:00,A
532,Case_566,A,2023-01-03 06:51:00+00:00,A
533,Case_660,A,2023-01-03 06:55:00+00:00,A
534,Case_301,C,2023-01-03 07:02:00+00:00,C
535,Case_301,D,2023-01-03 07:07:00+00:00,D
536,Case_660,C,2023-01-03 07:07:00+00:00,C
537,Case_301,B1,2023-01-03 07:09:00+00:00,B1
538,Case_660,B1,2023-01-03 07:11:00+00:00,B1
539,Case_660,D,2023-01-03 07:11:00+00:00,D
540,Case_268,A,2023-01-03 07:15:00+00:00,A
541,Case_566,C,2023-01-03 07:19:00+00:00,C
542,Case_566,D,2023-01-03 07:24:00+00:00,D
543,Case_301,B2,2023-01-03 07:26:00+00:00,B2
544,Case_566,B1,2023-01-03 07:26:00+00:00,B1
545,Case_268,C,2023-01-03 07:27:00+00:00,C
546,Case_386,A,2023-01-03 07:29:00+00:00,A
547,Case_268,B1,2023-01-03 07:29:00+00:00,B1
548,Case_268,D,2023-01-03 07:31:00+00:00,D
549,Case_268,B2,2023-01-03 07:45:00+00:00,B2
550,Case_660,B2,2023-01-03 07:51:00+00:00,B2
551,Case_301,A,2023-01-03 07:57:00+00:00,A
552,Case_386,C,2023-01-03 07:58:00+00:00,C
553,Case_566,B2,2023-01-03 08:00:00+00:00,B2
554,Case_386,B1,2023-01-03 08:03:00+00:00,B1
555,Case_386,D,2023-01-03 08:03:00+00:00,D
556,Case_851,A,2023-01-03 08:07:00+00:00,A
557,Case_301,F,2023-01-03 08:27:00+00:00,F
558,Case_660,A,2023-01-03 08:28:00+00:00,A
559,Case_268,A,2023-01-03 08:28:00+00:00,A
560,Case_386,B2,2023-01-03 08:36:00+00:00,B2
561,Case_851,C,2023-01-03 08:37:00+00:00,C
562,Case_566,A,2023-01-03 08:40:00+00:00,A
563,Case_851,D,2023-01-03 08:40:00+00:00,D
564,Case_851,B1,2023-01-03 08:42:00+00:00,B1
565,Case_268,F,2023-01-03 08:47:00+00:00,F
566,Case_676,A,2023-01-03 08:53:00+00:00,A
567,Case_660,F,2023-01-03 08:56:00+00:00,F
568,Case_676,C,2023-01-03 09:05:00+00:00,C
569,Case_676,D,2023-01-03 09:07:00+00:00,D
570,Case_676,B1,2023-01-03 09:08:00+00:00,B1
571,Case_566,F,2023-01-03 09:10:00+00:00,F
572,Case_851,B2,2023-01-03 09:13:00+00:00,B2
573,Case_268,A,2023-01-03 09:27:00+00:00,A
574,Case_386,A,2023-01-03 09:31:00+00:00,A
575,Case_301,A,2023-01-03 09:38:00+00:00,A
576,Case_386,F,2023-01-03 09:42:00+00:00,F
577,Case_851,A,2023-01-03 09:43:00+00:00,A
578,Case_676,B2,2023-01-03 09:45:00+00:00,B2
579,Case_851,F,2023-01-03 09:54:00+00:00,F
580,Case_660,A,2023-01-03 10:03:00+00:00,A
581,Case_566,A,2023-01-03 10:13:00+00:00,A
582,Case_676,A,2023-01-03 10:33:00+00:00,A
583,Case_861,A,2023-01-03 10:33:00+00:00,A
584,Case_851,A,2023-01-03 10:50:00+00:00,A
585,Case_386,A,2023-01-03 10:53:00+00:00,A
586,Case_861,C,2023-01-03 10:54:00+00:00,C
587,Case_676,E1,2023-01-03 10:57:00+00:00,E1
588,Case_861,D,2023-01-03 10:57:00+00:00,D
589,Case_861,B1,2023-01-03 10:59:00+00:00,B1
590,Case_245,A,2023-01-03 11:10:00+00:00,A
591,Case_836,A,2023-01-03 11:33:00+00:00,A
592,Case_676,E2,2023-01-03 11:36:00+00:00,E2
593,Case_861,B2,2023-01-03 11:38:00+00:00,B2
594,Case_245,C,2023-01-03 11:40:00+00:00,C
595,Case_245,D,2023-01-03 11:41:00+00:00,D
596,Case_245,B1,2023-01-03 11:42:00+00:00,B1
597,Case_676,A,2023-01-03 11:56:00+00:00,A
598,Case_836,C,2023-01-03 12:02:00+00:00,C
599,Case_836,B1,2023-01-03 12:04:00+00:00,B1
600,Case_836,D,2023-01-03 12:04:00+00:00,D
601,Case_245,B2,2023-01-03 12:14:00+00:00,B2
602,Case_861,A,2023-01-03 12:19:00+00:00,A
603,Case_836,B2,2023-01-03 12:37:00+00:00,B2
604,Case_861,F,2023-01-03 12:48:00+00:00,F
605,Case_245,A,2023-01-03 12:58:00+00:00,A
606,Case_91,A,2023-01-03 13:05:00+00:00,A
607,Case_245,F,2023-01-03 13:17:00+00:00,F
608,Case_91,C,2023-01-03 13:27:00+00:00,C
609,Case_836,A,2023-01-03 13:27:00+00:00,A
610,Case_91,B1,2023-01-03 13:29:00+00:00,B1
611,Case_91,D,2023-01-03 13:32:00+00:00,D
612,Case_836,F,2023-01-03 13:48:00+00:00,F
613,Case_91,B2,2023-01-03 13:53:00+00:00,B2
614,Case_861,A,2023-01-03 14:03:00+00:00,A
615,Case_307,A,2023-01-03 14:07:00+00:00,A
616,Case_300,A,2023-01-03 14:26:00+00:00,A
617,Case_307,C,2023-01-03 14:33:00+00:00,C
618,Case_245,A,2023-01-03 14:34:00+00:00,A
619,Case_307,D,2023-01-03 14:37:00+00:00,D
620,Case_307,B1,2023-01-03 14:37:00+00:00,B1
621,Case_300,C,2023-01-03 14:46:00+00:00,C
622,Case_91,A,2023-01-03 14:48:00+00:00,A
623,Case_300,B1,2023-01-03 14:49:00+00:00,B1
624,Case_300,D,2023-01-03 14:50:00+00:00,D
625,Case_307,B2,2023-01-03 14:52:00+00:00,B2
626,Case_836,A,2023-01-03 15:04:00+00:00,A
627,Case_300,B2,2023-01-03 15:08:00+00:00,B2
628,Case_91,E1,2023-01-03 15:10:00+00:00,E1
629,Case_176,A,2023-01-03 15:16:00+00:00,A
630,Case_307,A,2023-01-03 15:35:00+00:00,A
631,Case_91,E2,2023-01-03 15:40:00+00:00,E2
632,Case_176,C,2023-01-03 15:42:00+00:00,C
633,Case_176,D,2023-01-03 15:47:00+00:00,D
634,Case_176,B1,2023-01-03 15:48:00+00:00,B1
635,Case_295,A,2023-01-03 15:52:00+00:00,A
636,Case_307,F,2023-01-03 15:54:00+00:00,F
637,Case_91,A,2023-01-03 15:59:00+00:00,A
638,Case_280,A,2023-01-03 16:02:00+00:00,A
639,Case_176,B2,2023-01-03 16:04:00+00:00,B2
640,Case_295,C,2023-01-03 16:06:00+00:00,C
641,Case_295,D,2023-01-03 16:08:00+00:00,D
642,Case_295,B1,2023-01-03 16:12:00+00:00,B1
643,Case_300,A,2023-01-03 16:16:00+00:00,A
644,Case_217,A,2023-01-03 16:18:00+00:00,A
645,Case_280,C,2023-01-03 16:19:00+00:00,C
646,Case_280,D,2023-01-03 16:24:00+00:00,D
647,Case_280,B1,2023-01-03 16:26:00+00:00,B1
648,Case_300,F,2023-01-03 16:28:00+00:00,F
649,Case_307,A,2023-01-03 16:42:00+00:00,A
650,Case_217,C,2023-01-03 16:43:00+00:00,C
651,Case_217,D,2023-01-03 16:45:00+00:00,D
652,Case_217,B1,2023-01-03 16:50:00+00:00,B1
653,Case_295,B2,2023-01-03 16:52:00+00:00,B2
654,Case_176,A,2023-01-03 17:01:00+00:00,A
655,Case_280,B2,2023-01-03 17:06:00+00:00,B2
656,Case_925,A,2023-01-03 17:08:00+00:00,A
657,Case_300,A,2023-01-03 17:09:00+00:00,A
658,Case_295,A,2023-01-03 17:22:00+00:00,A
659,Case_925,C,2023-01-03 17:30:00+00:00,C
660,Case_176,F,2023-01-03 17:30:00+00:00,F
661,Case_925,B1,2023-01-03 17:33:00+00:00,B1
662,Case_217,B2,2023-01-03 17:35:00+00:00,B2
663,Case_925,D,2023-01-03 17:35:00+00:00,D
664,Case_295,F,2023-01-03 17:46:00+00:00,F
665,Case_885,A,2023-01-03 17:47:00+00:00,A
666,Case_280,A,2023-01-03 17:54:00+00:00,A
667,Case_885,C,2023-01-03 17:58:00+00:00,C
668,Case_885,D,2023-01-03 18:02:00+00:00,D
669,Case_885,B1,2023-01-03 18:04:00+00:00,B1
670,Case_280,E1,2023-01-03 18:11:00+00:00,E1
671,Case_249,A,2023-01-03 18:12:00+00:00,A
672,Case_925,B2,2023-01-03 18:14:00+00:00,B2
673,Case_249,C,2023-01-03 18:27:00+00:00,C
674,Case_176,A,2023-01-03 18:29:00+00:00,A
675,Case_249,B1,2023-01-03 18:30:00+00:00,B1
676,Case_249,D,2023-01-03 18:31:00+00:00,D
677,Case_217,A,2023-01-03 18:31:00+00:00,A
678,Case_298,A,2023-01-03 18:34:00+00:00,A
679,Case_280,E2,2023-01-03 18:40:00+00:00,E2
680,Case_295,A,2023-01-03 18:44:00+00:00,A
681,Case_925,A,2023-01-03 18:46:00+00:00,A
682,Case_885,B2,2023-01-03 18:48:00+00:00,B2
683,Case_298,C,2023-01-03 18:55:00+00:00,C
684,Case_217,F,2023-01-03 18:55:00+00:00,F
685,Case_298,D,2023-01-03 18:56:00+00:00,D
686,Case_298,B1,2023-01-03 18:57:00+00:00,B1
687,Case_249,B2,2023-01-03 19:11:00+00:00,B2
688,Case_885,A,2023-01-03 19:14:00+00:00,A
689,Case_925,F,2023-01-03 19:15:00+00:00,F
690,Case_280,A,2023-01-03 19:20:00+00:00,A
691,Case_298,B2,2023-01-03 19:24:00+00:00,B2
692,Case_885,E1,2023-01-03 19:40:00+00:00,E1
693,Case_217,A,2023-01-03 19:48:00+00:00,A
694,Case_249,A,2023-01-03 19:58:00+00:00,A
695,Case_617,A,2023-01-03 20:00:00+00:00,A
696,Case_925,A,2023-01-03 20:06:00+00:00,A
697,Case_885,E2,2023-01-03 20:09:00+00:00,E2
698,Case_249,E1,2023-01-03 20:10:00+00:00,E1
699,Case_617,C,2023-01-03 20:21:00+00:00,C
700,Case_617,D,2023-01-03 20:22:00+00:00,D
701,Case_617,B1,2023-01-03 20:23:00+00:00,B1
702,Case_298,A,2023-01-03 20:24:00+00:00,A
703,Case_885,A,2023-01-03 20:26:00+00:00,A
704,Case_249,E2,2023-01-03 20:37:00+00:00,E2
705,Case_298,F,2023-01-03 20:45:00+00:00,F
706,Case_617,B2,2023-01-03 21:04:00+00:00,B2
707,Case_249,A,2023-01-03 21:06:00+00:00,A
708,Case_131,A,2023-01-03 21:23:00+00:00,A
709,Case_298,A,2023-01-03 21:25:00+00:00,A
710,Case_617,A,2023-01-03 21:45:00+00:00,A
711,Case_131,C,2023-01-03 21:48:00+00:00,C
712,Case_131,D,2023-01-03 21:50:00+00:00,D
713,Case_131,B1,2023-01-03 21:55:00+00:00,B1
714,Case_206,A,2023-01-03 21:56:00+00:00,A
715,Case_617,F,2023-01-03 21:59:00+00:00,F
716,Case_206,C,2023-01-03 22:06:00+00:00,C
717,Case_206,D,2023-01-03 22:08:00+00:00,D
718,Case_610,A,2023-01-03 22:09:00+00:00,A
719,Case_206,B1,2023-01-03 22:12:00+00:00,B1
720,Case_131,B2,2023-01-03 22:25:00+00:00,B2
721,Case_610,C,2023-01-03 22:26:00+00:00,C
722,Case_610,D,2023-01-03 22:27:00+00:00,D
723,Case_610,B1,2023-01-03 22:29:00+00:00,B1
724,Case_617,A,2023-01-03 22:52:00+00:00,A
725,Case_206,B2,2023-01-03 22:57:00+00:00,B2
726,Case_610,B2,2023-01-03 22:57:00+00:00,B2
727,Case_131,A,2023-01-03 23:13:00+00:00,A
728,Case_855,A,2023-01-03 23:22:00+00:00,A
729,Case_131,F,2023-01-03 23:42:00+00:00,F
730,Case_855,C,2023-01-03 23:47:00+00:00,C
731,Case_855,D,2023-01-03 23:52:00+00:00,D
732,Case_855,B1,2023-01-03 23:54:00+00:00,B1
733,Case_206,A,2023-01-03 23:55:00+00:00,A
734,Case_610,A,2023-01-03 23:57:00+00:00,A
735,Case_97,A,2023-01-04 00:17:00+00:00,A
736,Case_206,F,2023-01-04 00:21:00+00:00,F
737,Case_131,A,2023-01-04 00:22:00+00:00,A
738,Case_855,B2,2023-01-04 00:25:00+00:00,B2
739,Case_610,F,2023-01-04 00:26:00+00:00,F
740,Case_97,C,2023-01-04 00:27:00+00:00,C
741,Case_97,D,2023-01-04 00:30:00+00:00,D
742,Case_97,B1,2023-01-04 00:33:00+00:00,B1
743,Case_97,B2,2023-01-04 01:01:00+00:00,B2
744,Case_610,A,2023-01-04 01:08:00+00:00,A
745,Case_206,A,2023-01-04 01:14:00+00:00,A
746,Case_855,A,2023-01-04 01:21:00+00:00,A
747,Case_97,A,2023-01-04 01:36:00+00:00,A
748,Case_219,A,2023-01-04 01:37:00+00:00,A
749,Case_855,E1,2023-01-04 01:38:00+00:00,E1
750,Case_97,E1,2023-01-04 01:48:00+00:00,E1
751,Case_219,C,2023-01-04 02:03:00+00:00,C
752,Case_855,E2,2023-01-04 02:07:00+00:00,E2
753,Case_219,D,2023-01-04 02:08:00+00:00,D
754,Case_219,B1,2023-01-04 02:09:00+00:00,B1
755,Case_313,A,2023-01-04 02:13:00+00:00,A
756,Case_97,E2,2023-01-04 02:19:00+00:00,E2
757,Case_313,C,2023-01-04 02:35:00+00:00,C
758,Case_855,A,2023-01-04 02:35:00+00:00,A
759,Case_97,A,2023-01-04 02:36:00+00:00,A
760,Case_313,B1,2023-01-04 02:37:00+00:00,B1
761,Case_313,D,2023-01-04 02:38:00+00:00,D
762,Case_219,B2,2023-01-04 02:41:00+00:00,B2
763,Case_311,A,2023-01-04 02:50:00+00:00,A
764,Case_680,A,2023-01-04 02:56:00+00:00,A
765,Case_313,B2,2023-01-04 03:03:00+00:00,B2
766,Case_354,A,2023-01-04 03:08:00+00:00,A
767,Case_680,C,2023-01-04 03:11:00+00:00,C
768,Case_680,D,2023-01-04 03:15:00+00:00,D
769,Case_680,B1,2023-01-04 03:16:00+00:00,B1
770,Case_726,A,2023-01-04 03:19:00+00:00,A
771,Case_354,C,2023-01-04 03:19:00+00:00,C
772,Case_311,C,2023-01-04 03:20:00+00:00,C
773,Case_354,D,2023-01-04 03:21:00+00:00,D
774,Case_354,B1,2023-01-04 03:22:00+00:00,B1
775,Case_219,A,2023-01-04 03:23:00+00:00,A
776,Case_311,B1,2023-01-04 03:24:00+00:00,B1
777,Case_311,D,2023-01-04 03:25:00+00:00,D
778,Case_182,A,2023-01-04 03:35:00+00:00,A
779,Case_311,B2,2023-01-04 03:43:00+00:00,B2
780,Case_219,E1,2023-01-04 03:45:00+00:00,E1
781,Case_726,C,2023-01-04 03:46:00+00:00,C
782,Case_454,A,2023-01-04 03:49:00+00:00,A
783,Case_726,D,2023-01-04 03:49:00+00:00,D
784,Case_313,A,2023-01-04 03:50:00+00:00,A
785,Case_680,B2,2023-01-04 03:51:00+00:00,B2
786,Case_726,B1,2023-01-04 03:53:00+00:00,B1
787,Case_182,C,2023-01-04 03:55:00+00:00,C
788,Case_182,D,2023-01-04 03:56:00+00:00,D
789,Case_59,A,2023-01-04 03:58:00+00:00,A
790,Case_182,B1,2023-01-04 04:00:00+00:00,B1
791,Case_454,C,2023-01-04 04:04:00+00:00,C
792,Case_354,B2,2023-01-04 04:05:00+00:00,B2
793,Case_219,E2,2023-01-04 04:06:00+00:00,E2
794,Case_454,D,2023-01-04 04:08:00+00:00,D
795,Case_454,B1,2023-01-04 04:10:00+00:00,B1
796,Case_313,F,2023-01-04 04:11:00+00:00,F
797,Case_59,C,2023-01-04 04:13:00+00:00,C
798,Case_726,B2,2023-01-04 04:14:00+00:00,B2
799,Case_59,B1,2023-01-04 04:15:00+00:00,B1
800,Case_59,D,2023-01-04 04:16:00+00:00,D
801,Case_490,A,2023-01-04 04:25:00+00:00,A
802,Case_354,A,2023-01-04 04:27:00+00:00,A
803,Case_59,B2,2023-01-04 04:32:00+00:00,B2
804,Case_454,B2,2023-01-04 04:33:00+00:00,B2
805,Case_680,A,2023-01-04 04:34:00+00:00,A
806,Case_311,A,2023-01-04 04:37:00+00:00,A
807,Case_219,A,2023-01-04 04:41:00+00:00,A
808,Case_182,B2,2023-01-04 04:43:00+00:00,B2
809,Case_354,E1,2023-01-04 04:47:00+00:00,E1
810,Case_680,F,2023-01-04 04:48:00+00:00,F
811,Case_490,C,2023-01-04 04:48:00+00:00,C
812,Case_726,A,2023-01-04 04:52:00+00:00,A
813,Case_490,D,2023-01-04 04:52:00+00:00,D
814,Case_490,B1,2023-01-04 04:53:00+00:00,B1
815,Case_311,E1,2023-01-04 04:58:00+00:00,E1
816,Case_454,A,2023-01-04 05:05:00+00:00,A
817,Case_490,B2,2023-01-04 05:09:00+00:00,B2
818,Case_726,E1,2023-01-04 05:13:00+00:00,E1
819,Case_59,A,2023-01-04 05:17:00+00:00,A
820,Case_222,A,2023-01-04 05:23:00+00:00,A
821,Case_354,E2,2023-01-04 05:23:00+00:00,E2
822,Case_313,A,2023-01-04 05:28:00+00:00,A
823,Case_454,F,2023-01-04 05:28:00+00:00,F
824,Case_182,A,2023-01-04 05:28:00+00:00,A
825,Case_215,A,2023-01-04 05:32:00+00:00,A
826,Case_222,C,2023-01-04 05:34:00+00:00,C
827,Case_726,E2,2023-01-04 05:34:00+00:00,E2
828,Case_59,F,2023-01-04 05:36:00+00:00,F
829,Case_222,D,2023-01-04 05:38:00+00:00,D
830,Case_222,B1,2023-01-04 05:40:00+00:00,B1
831,Case_311,E2,2023-01-04 05:44:00+00:00,E2
832,Case_910,A,2023-01-04 05:44:00+00:00,A
833,Case_354,A,2023-01-04 05:50:00+00:00,A
834,Case_490,A,2023-01-04 05:51:00+00:00,A
835,Case_680,A,2023-01-04 05:52:00+00:00,A
836,Case_182,E1,2023-01-04 05:52:00+00:00,E1
837,Case_910,C,2023-01-04 05:55:00+00:00,C
838,Case_215,C,2023-01-04 05:56:00+00:00,C
839,Case_910,D,2023-01-04 05:57:00+00:00,D
840,Case_215,D,2023-01-04 05:58:00+00:00,D
841,Case_215,B1,2023-01-04 05:59:00+00:00,B1
842,Case_77,A,2023-01-04 05:59:00+00:00,A
843,Case_924,A,2023-01-04 05:59:00+00:00,A
844,Case_910,B1,2023-01-04 06:00:00+00:00,B1
845,Case_726,A,2023-01-04 06:09:00+00:00,A
846,Case_924,C,2023-01-04 06:14:00+00:00,C
847,Case_924,D,2023-01-04 06:19:00+00:00,D
848,Case_311,A,2023-01-04 06:19:00+00:00,A
849,Case_222,B2,2023-01-04 06:20:00+00:00,B2
850,Case_924,B1,2023-01-04 06:20:00+00:00,B1
851,Case_490,E1,2023-01-04 06:20:00+00:00,E1
852,Case_182,E2,2023-01-04 06:24:00+00:00,E2
853,Case_77,C,2023-01-04 06:27:00+00:00,C
854,Case_77,D,2023-01-04 06:32:00+00:00,D
855,Case_77,B1,2023-01-04 06:32:00+00:00,B1
856,Case_924,B2,2023-01-04 06:38:00+00:00,B2
857,Case_215,B2,2023-01-04 06:38:00+00:00,B2
858,Case_454,A,2023-01-04 06:41:00+00:00,A
859,Case_910,B2,2023-01-04 06:45:00+00:00,B2
860,Case_490,E2,2023-01-04 06:48:00+00:00,E2
861,Case_182,A,2023-01-04 06:49:00+00:00,A
862,Case_59,A,2023-01-04 06:49:00+00:00,A
863,Case_222,A,2023-01-04 06:50:00+00:00,A
864,Case_77,B2,2023-01-04 06:57:00+00:00,B2
865,Case_222,F,2023-01-04 07:00:00+00:00,F
866,Case_341,A,2023-01-04 07:14:00+00:00,A
867,Case_924,A,2023-01-04 07:15:00+00:00,A
868,Case_215,A,2023-01-04 07:21:00+00:00,A
869,Case_490,A,2023-01-04 07:23:00+00:00,A
870,Case_910,A,2023-01-04 07:28:00+00:00,A
871,Case_547,A,2023-01-04 07:32:00+00:00,A
872,Case_341,C,2023-01-04 07:33:00+00:00,C
873,Case_924,E1,2023-01-04 07:33:00+00:00,E1
874,Case_77,A,2023-01-04 07:34:00+00:00,A
875,Case_341,B1,2023-01-04 07:35:00+00:00,B1
876,Case_341,D,2023-01-04 07:37:00+00:00,D
877,Case_215,F,2023-01-04 07:42:00+00:00,F
878,Case_910,F,2023-01-04 07:49:00+00:00,F
879,Case_77,E1,2023-01-04 07:51:00+00:00,E1
880,Case_341,B2,2023-01-04 07:54:00+00:00,B2
881,Case_547,C,2023-01-04 07:56:00+00:00,C
882,Case_924,E2,2023-01-04 07:59:00+00:00,E2
883,Case_547,D,2023-01-04 07:59:00+00:00,D
884,Case_547,B1,2023-01-04 08:00:00+00:00,B1
885,Case_347,A,2023-01-04 08:01:00+00:00,A
886,Case_77,E2,2023-01-04 08:11:00+00:00,E2
887,Case_222,A,2023-01-04 08:13:00+00:00,A
888,Case_347,C,2023-01-04 08:16:00+00:00,C
889,Case_347,D,2023-01-04 08:18:00+00:00,D
890,Case_347,B1,2023-01-04 08:20:00+00:00,B1
891,Case_910,A,2023-01-04 08:28:00+00:00,A
892,Case_924,A,2023-01-04 08:33:00+00:00,A
893,Case_547,B2,2023-01-04 08:37:00+00:00,B2
894,Case_341,A,2023-01-04 08:47:00+00:00,A
895,Case_77,A,2023-01-04 08:49:00+00:00,A
896,Case_347,B2,2023-01-04 08:51:00+00:00,B2
897,Case_215,A,2023-01-04 08:53:00+00:00,A
898,Case_858,A,2023-01-04 08:55:00+00:00,A
899,Case_547,A,2023-01-04 09:06:00+00:00,A
900,Case_341,F,2023-01-04 09:11:00+00:00,F
901,Case_858,C,2023-01-04 09:12:00+00:00,C
902,Case_858,B1,2023-01-04 09:16:00+00:00,B1
903,Case_858,D,2023-01-04 09:16:00+00:00,D
904,Case_547,E1,2023-01-04 09:33:00+00:00,E1
905,Case_347,A,2023-01-04 09:33:00+00:00,A
906,Case_347,E1,2023-01-04 09:46:00+00:00,E1
907,Case_858,B2,2023-01-04 09:48:00+00:00,B2
908,Case_897,A,2023-01-04 09:59:00+00:00,A
909,Case_404,A,2023-01-04 10:11:00+00:00,A
910,Case_897,C,2023-01-04 10:13:00+00:00,C
911,Case_897,D,2023-01-04 10:14:00+00:00,D
912,Case_897,B1,2023-01-04 10:17:00+00:00,B1
913,Case_264,A,2023-01-04 10:20:00+00:00,A
914,Case_547,E2,2023-01-04 10:21:00+00:00,E2
915,Case_347,E2,2023-01-04 10:31:00+00:00,E2
916,Case_341,A,2023-01-04 10:31:00+00:00,A
917,Case_404,C,2023-01-04 10:39:00+00:00,C
918,Case_404,D,2023-01-04 10:41:00+00:00,D
919,Case_858,A,2023-01-04 10:44:00+00:00,A
920,Case_897,B2,2023-01-04 10:44:00+00:00,B2
921,Case_547,A,2023-01-04 10:45:00+00:00,A
922,Case_404,B1,2023-01-04 10:46:00+00:00,B1
923,Case_264,C,2023-01-04 10:47:00+00:00,C
924,Case_264,B1,2023-01-04 10:50:00+00:00,B1
925,Case_347,A,2023-01-04 10:50:00+00:00,A
926,Case_264,D,2023-01-04 10:52:00+00:00,D
927,Case_712,A,2023-01-04 11:00:00+00:00,A
928,Case_404,B2,2023-01-04 11:03:00+00:00,B2
929,Case_858,F,2023-01-04 11:05:00+00:00,F
930,Case_264,B2,2023-01-04 11:18:00+00:00,B2
931,Case_712,C,2023-01-04 11:19:00+00:00,C
932,Case_712,D,2023-01-04 11:21:00+00:00,D
933,Case_712,B1,2023-01-04 11:26:00+00:00,B1
934,Case_897,A,2023-01-04 11:34:00+00:00,A
935,Case_712,B2,2023-01-04 11:48:00+00:00,B2
936,Case_404,A,2023-01-04 11:51:00+00:00,A
937,Case_897,F,2023-01-04 12:00:00+00:00,F
938,Case_264,A,2023-01-04 12:10:00+00:00,A
939,Case_404,E1,2023-01-04 12:15:00+00:00,E1
940,Case_858,A,2023-01-04 12:15:00+00:00,A
941,Case_264,E1,2023-01-04 12:21:00+00:00,E1
942,Case_712,A,2023-01-04 12:30:00+00:00,A
943,Case_596,A,2023-01-04 12:37:00+00:00,A
944,Case_404,E2,2023-01-04 12:46:00+00:00,E2
945,Case_596,C,2023-01-04 12:55:00+00:00,C
946,Case_712,E1,2023-01-04 12:56:00+00:00,E1
947,Case_264,E2,2023-01-04 12:57:00+00:00,E2
948,Case_596,B1,2023-01-04 12:58:00+00:00,B1
949,Case_596,D,2023-01-04 13:00:00+00:00,D
950,Case_897,A,2023-01-04 13:01:00+00:00,A
951,Case_404,A,2023-01-04 13:05:00+00:00,A
952,Case_264,A,2023-01-04 13:16:00+00:00,A
953,Case_596,B2,2023-01-04 13:33:00+00:00,B2
954,Case_712,E2,2023-01-04 13:43:00+00:00,E2
955,Case_712,A,2023-01-04 14:00:00+00:00,A
956,Case_179,A,2023-01-04 14:01:00+00:00,A
957,Case_51,A,2023-01-04 14:04:00+00:00,A
958,Case_596,A,2023-01-04 14:12:00+00:00,A
959,Case_51,C,2023-01-04 14:15:00+00:00,C
960,Case_179,C,2023-01-04 14:16:00+00:00,C
961,Case_51,D,2023-01-04 14:16:00+00:00,D
962,Case_51,B1,2023-01-04 14:17:00+00:00,B1
963,Case_179,B1,2023-01-04 14:19:00+00:00,B1
964,Case_179,D,2023-01-04 14:21:00+00:00,D
965,Case_596,E1,2023-01-04 14:41:00+00:00,E1
966,Case_179,B2,2023-01-04 14:55:00+00:00,B2
967,Case_51,B2,2023-01-04 15:02:00+00:00,B2
968,Case_63,A,2023-01-04 15:09:00+00:00,A
969,Case_596,E2,2023-01-04 15:17:00+00:00,E2
970,Case_309,A,2023-01-04 15:30:00+00:00,A
971,Case_63,C,2023-01-04 15:32:00+00:00,C
972,Case_63,D,2023-01-04 15:33:00+00:00,D
973,Case_63,B1,2023-01-04 15:39:00+00:00,B1
